,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
7713,701,0,1,35,2,0.0,2,1,1,65765.22
7714,747,0,1,34,10,0.0,2,1,1,50759.8
7715,650,0,0,32,2,84906.45,1,1,0,163216.48
7716,731,2,1,39,2,126816.18,1,1,1,74850.93
7717,638,1,1,26,1,105249.76,2,1,1,23491.09
7718,569,2,0,41,2,0.0,2,1,0,134272.57
7719,459,1,0,50,5,109387.9,1,1,0,155721.15
7720,632,1,0,23,3,122478.51,1,1,0,147230.77
7721,850,0,1,46,2,157866.77,1,1,1,18986.12
7722,512,0,1,41,6,0.0,1,1,1,100507.81
7723,616,0,1,31,3,136789.14,1,1,0,59346.4
7724,664,0,0,36,1,0.0,2,1,1,95372.64
7725,694,0,0,30,10,144684.03,1,1,1,31805.49
7726,655,0,0,24,9,107065.31,1,1,1,51959.82
7727,607,0,1,33,8,91301.72,1,0,1,130824.57
7728,684,2,0,39,4,207034.96,2,0,0,157694.76
7729,763,2,0,37,8,0.0,2,1,1,933.38
7730,671,2,0,50,8,0.0,1,0,1,2560.11
7731,592,2,0,38,3,0.0,1,1,1,12905.89
7732,666,2,1,36,6,0.0,2,1,0,176692.87
7733,667,0,0,34,5,0.0,2,1,1,102908.63
7734,850,2,0,36,6,0.0,2,0,1,41291.05
7735,622,2,0,42,9,0.0,2,1,0,119127.06
7736,577,0,1,30,8,92472.1,2,0,1,126434.61
7737,555,2,0,21,1,0.0,2,0,0,103901.35
7738,547,0,0,62,10,127738.75,2,1,1,85153.0
7739,613,1,1,50,5,101242.98,2,1,0,12493.61
7740,672,0,1,43,4,92599.55,2,1,1,167336.78
7741,624,2,1,36,10,0.0,2,0,1,186180.42
7742,698,2,1,50,1,0.0,4,1,0,88566.9
7743,606,0,0,37,6,82373.94,1,0,0,172526.9
7744,720,2,0,31,4,141356.47,1,0,0,137985.69
7745,835,0,0,23,9,0.0,1,1,0,19793.73
7746,771,2,1,47,3,72664.0,2,1,1,107874.39
7747,811,0,1,47,3,123365.34,2,0,0,171995.34
7748,734,1,0,33,5,121898.58,1,1,0,61829.89
7749,548,2,0,33,6,0.0,1,1,1,31728.35
7750,652,0,1,31,3,103696.97,3,0,0,155221.05
7751,707,0,0,33,2,0.0,2,0,0,130866.95
7752,605,1,1,56,1,74129.18,2,1,1,62199.78
7753,623,0,1,34,9,0.0,1,1,0,24255.21
7754,686,1,0,29,3,185379.02,1,1,0,64679.07
7755,525,1,1,47,1,118087.68,1,1,0,88120.78
7756,657,2,0,41,8,109402.13,1,1,1,66463.62
7757,730,1,1,33,7,130367.87,1,1,0,15142.1
7758,816,1,1,34,2,108410.87,2,1,0,102908.91
7759,484,0,1,50,2,90408.16,2,0,0,48170.57
7760,728,0,1,34,6,90425.15,2,1,1,11597.69
7761,730,2,1,39,6,140094.59,1,1,0,172450.04
7762,477,2,0,31,9,0.0,2,0,1,184061.17
7763,663,1,1,46,6,95439.4,1,1,1,21038.58
7764,549,1,0,34,6,204017.4,2,1,0,109538.35
7765,714,2,0,29,9,0.0,2,1,0,129192.55
7766,430,1,0,49,3,137115.16,1,1,0,146516.86
7767,504,1,0,43,5,134740.19,2,1,0,181430.91
7768,530,0,1,29,5,0.0,2,0,0,121451.21
7769,619,1,0,29,4,98955.87,1,0,1,131712.51
7770,617,1,0,44,9,49157.09,2,1,0,53294.17
7771,791,1,0,31,1,130240.33,1,0,0,96546.55
7772,609,0,0,48,1,108019.27,3,1,1,184524.65
7773,780,1,0,51,4,126725.25,1,1,0,195259.31
7774,777,1,1,34,5,96693.66,1,1,1,172618.52
7775,817,1,1,27,7,129810.6,1,1,1,59259.44
7776,850,0,0,58,8,156652.13,1,0,0,25899.21
7777,732,0,1,36,9,0.0,1,0,0,3749.0
7778,693,0,0,40,4,130661.96,1,1,1,101918.96
7779,576,0,1,50,8,0.0,2,1,1,57802.62
7780,643,0,0,37,6,0.0,2,0,0,142454.77
7781,757,0,0,47,3,130747.1,1,1,0,143829.54
7782,569,1,0,30,6,106629.49,1,0,1,44114.88
7783,772,2,0,36,3,112029.83,1,1,1,186948.35
7784,576,1,0,29,7,130575.26,1,0,1,173629.78
7785,608,1,0,28,4,96679.71,1,1,1,49133.45
7786,794,0,0,33,0,0.0,2,0,0,178122.71
7787,593,0,0,50,6,171740.69,1,0,0,20893.61
7788,597,2,0,38,1,0.0,2,1,0,41303.29
7789,541,1,1,39,9,100116.67,1,1,1,199808.1
7790,692,1,0,24,2,120596.93,1,0,1,180490.53
7791,697,0,1,48,1,0.0,2,1,1,87400.53
7792,768,0,0,29,2,95984.69,2,1,1,73686.75
7793,802,0,0,38,1,142557.11,1,1,1,172497.73
7794,584,0,0,47,5,0.0,2,1,0,89286.29
7795,850,1,1,36,6,143644.16,1,1,0,22102.25
7796,671,0,1,38,6,132129.72,1,0,1,76068.95
7797,626,0,1,52,0,0.0,2,1,0,32159.46
7798,633,0,0,38,2,91902.56,2,1,1,107673.35
7799,663,0,0,40,6,156218.19,1,0,1,33607.72
7800,581,1,1,43,5,93259.57,3,1,0,141035.65
7801,561,1,1,45,2,168085.38,2,0,1,115719.08
7802,479,1,0,51,1,107714.74,3,1,0,86128.21
7803,769,0,1,31,6,117852.26,2,1,0,147668.64
7804,659,2,0,60,2,0.0,1,1,0,177480.45
7805,590,2,1,51,10,84474.62,2,1,1,190937.09
7806,560,0,0,50,3,0.0,2,1,0,84531.79
7807,437,1,0,35,6,126803.34,2,1,1,161133.4
7808,661,0,1,34,0,0.0,2,1,0,185555.63
7809,677,1,1,36,10,68806.84,1,1,0,33075.24
7810,560,0,1,31,3,115141.18,1,1,0,39806.75
7811,578,0,1,35,2,0.0,2,0,1,26389.92
7812,421,2,0,34,6,90723.36,1,1,1,12162.76
7813,492,1,1,49,2,151249.45,2,1,1,167237.94
7814,545,0,1,32,6,0.0,2,1,1,52067.37
7815,640,1,1,43,9,94752.49,1,1,0,184006.36
7816,624,2,1,34,6,0.0,1,1,0,582.59
7817,577,2,0,28,7,0.0,1,1,0,143274.41
7818,704,0,0,31,5,132084.66,3,1,1,54474.48
7819,523,0,0,45,5,0.0,2,1,1,121428.2
7820,793,0,0,35,2,0.0,2,1,1,79704.12
7821,564,0,1,53,2,45472.28,1,1,1,41055.71
7822,711,0,0,33,1,0.0,1,0,0,41590.4
7823,791,1,1,33,10,130229.71,2,0,0,54019.93
7824,629,1,1,38,9,123948.85,1,1,0,76053.07
7825,729,1,0,39,6,127415.85,1,1,1,184977.2
7826,651,1,0,35,8,110067.71,1,1,0,127678.95
7827,695,2,0,39,4,65521.2,1,1,1,1243.97
7828,847,2,0,31,5,0.0,2,1,1,76326.67
7829,704,0,0,47,5,0.0,2,1,1,145338.61
7830,613,1,0,33,3,155736.42,2,1,1,57751.21
7831,692,2,1,29,4,0.0,2,0,0,138880.24
7832,720,0,1,34,3,118307.57,2,1,1,136120.29
7833,577,0,0,41,6,0.0,1,1,1,167621.18
7834,710,1,1,24,7,103099.17,2,1,0,173276.62
7835,716,0,1,38,1,0.0,2,1,1,99661.46
7836,410,0,0,33,6,125789.69,1,0,0,66333.56
7837,584,1,1,36,4,109646.83,1,1,1,70240.79
7838,792,0,0,30,1,127187.86,1,1,1,113553.42
7839,605,0,1,36,6,0.0,1,0,1,690.84
7840,486,2,0,24,1,0.0,1,1,0,98802.76
7841,615,0,0,41,4,130385.82,1,0,1,130661.95
7842,676,0,0,23,1,107787.47,1,0,1,116378.82
7843,571,0,0,34,1,99325.04,2,0,1,186052.15
7844,850,0,1,37,9,0.0,1,0,0,100101.06
7845,717,0,0,48,7,123764.95,1,1,1,169952.82
7846,642,1,1,39,8,128264.03,1,1,0,61792.76
7847,780,2,0,47,7,86006.21,1,1,1,37973.13
7848,492,1,1,38,8,57068.43,2,1,0,188974.81
7849,760,1,0,29,5,103607.24,2,0,1,86334.64
7850,500,2,0,40,1,99004.24,1,1,1,152845.99
7851,654,2,1,36,2,0.0,2,1,1,146652.11
7852,606,2,1,25,3,147386.72,3,1,0,45482.04
7853,799,2,0,38,2,0.0,2,1,1,59297.34
7854,719,2,1,32,7,0.0,1,0,0,76264.27
7855,641,0,1,37,2,0.0,2,1,0,3939.87
7856,461,2,1,25,6,0.0,2,1,1,15306.29
7857,790,1,1,25,5,152885.77,1,1,0,58214.79
7858,588,0,0,31,4,99607.37,2,0,1,35877.03
7859,621,0,0,27,4,137003.68,1,1,0,21254.06
7860,768,1,0,48,3,122831.58,1,1,1,24533.89
7861,681,2,0,38,2,99811.44,2,1,0,23531.5
7862,606,2,0,37,8,154712.58,2,1,0,89099.18
7863,542,2,0,37,8,0.0,1,1,1,807.06
7864,713,1,1,24,7,147687.24,1,1,1,121592.5
7865,597,2,1,33,2,0.0,2,1,1,4700.66
7866,635,0,0,27,3,127009.83,1,1,0,161909.95
7867,599,1,0,61,1,124737.96,1,0,1,90389.61
7868,496,2,1,44,0,179356.28,2,1,0,2919.21
7869,759,2,0,31,8,0.0,2,1,1,99086.74
7870,757,1,0,31,1,127320.36,3,1,0,163170.32
7871,564,2,0,31,0,125175.58,1,1,1,72757.33
7872,561,0,1,22,6,186788.96,2,1,0,73286.8
7873,702,0,0,40,3,148556.74,1,0,1,146056.29
7874,678,1,1,40,8,128644.46,1,0,0,167673.37
7875,707,0,1,46,7,127476.73,2,1,1,146011.55
7876,610,0,1,27,9,159561.93,1,0,1,103381.47
7877,744,0,0,42,1,112419.92,1,1,1,83022.92
7878,598,0,0,28,8,129991.76,2,0,1,46041.08
7879,562,2,0,36,5,0.0,1,0,1,182843.24
7880,621,2,1,59,2,0.0,2,1,1,171364.18
7881,659,0,1,50,3,0.0,1,1,0,183399.12
7882,722,1,1,40,6,89175.06,2,0,1,152883.95
7883,606,0,1,39,3,0.0,2,1,0,50560.45
7884,603,2,1,39,5,162390.52,2,1,0,54702.66
7885,506,1,1,59,3,190353.08,1,1,0,78365.75
7886,715,0,0,21,8,0.0,2,1,0,68666.63
7887,690,0,0,47,2,0.0,2,1,0,151375.73
7888,644,0,1,40,10,139180.97,1,1,1,19959.67
7889,589,0,0,36,8,114435.47,1,1,0,26955.72
7890,632,0,0,42,4,126115.6,1,1,0,100998.5
7891,577,1,1,59,7,111396.97,1,0,1,191070.01
7892,588,0,0,30,3,115007.08,1,0,0,176858.5
7893,617,0,0,54,6,102141.9,1,1,1,45325.26
7894,668,2,1,36,3,133686.52,1,1,0,190958.48
7895,810,0,0,32,9,120879.73,2,0,1,78896.59
7896,767,2,0,47,5,0.0,1,1,0,121964.46
7897,718,2,1,49,10,82321.88,1,0,1,11144.4
7898,589,2,1,27,4,0.0,2,1,0,144181.48
7899,778,2,0,33,5,116474.28,2,1,1,32757.55
7900,724,0,1,34,3,132352.69,1,1,0,80320.3
7901,477,1,1,39,4,182491.57,1,1,0,185830.72
7902,580,0,0,34,6,0.0,2,1,1,160095.31
7903,711,0,1,29,3,130181.47,2,1,0,31811.44
7904,706,1,0,32,5,88348.43,2,1,1,104181.78
7905,703,2,0,31,6,0.0,2,1,1,67667.19
7906,679,1,0,39,2,146186.28,2,1,1,193974.47
7907,603,0,0,32,7,0.0,1,1,0,198055.94
7908,598,2,0,34,0,104488.17,1,0,1,43249.67
7909,836,1,1,32,4,109196.67,2,1,0,55218.02
7910,687,0,1,61,7,80538.56,1,1,0,131305.37
7911,704,1,0,41,4,109026.8,2,1,1,43117.1
7912,516,0,1,40,9,0.0,2,0,1,33266.29
7913,572,0,1,39,2,0.0,2,1,1,555.28
7914,557,0,0,42,6,177822.03,1,1,0,150944.31
7915,443,1,0,59,4,110939.3,1,1,0,72846.58
7916,604,1,0,25,7,165413.43,1,1,1,35279.74
7917,483,0,0,27,1,77805.66,1,1,1,2101.89
7918,702,0,0,50,3,0.0,2,0,0,94949.84
7919,670,2,1,57,3,175575.95,2,1,0,99061.75
7920,804,2,1,38,3,124197.22,1,1,0,74692.06
7921,850,0,1,30,3,0.0,2,1,0,116692.8
7922,554,0,1,39,10,160132.75,1,1,0,32824.15
7923,588,1,1,37,7,70258.88,2,1,0,139607.61
7924,758,1,0,32,4,162657.64,2,1,1,115525.13
7925,787,1,0,43,0,132217.45,1,1,0,20955.03
7926,582,2,0,25,9,148042.97,2,1,0,52341.15
7927,633,2,1,33,4,92855.02,1,1,1,159813.18
7928,766,1,0,47,9,129289.98,1,1,0,169935.46
7929,564,2,0,37,9,100252.18,1,1,1,146033.52
7930,602,2,0,37,3,107592.89,2,0,1,153122.73
7931,649,0,0,39,3,113096.41,1,1,1,60335.24
7932,679,2,1,40,7,0.0,2,1,1,163757.29
7933,639,2,0,34,7,149940.04,2,0,0,156648.81
7934,790,1,0,50,8,121438.58,1,1,1,176471.78
7935,565,0,0,32,9,0.0,2,1,0,5388.3
7936,478,0,1,50,2,0.0,1,0,1,93332.64
7937,825,0,0,29,3,148874.01,2,0,1,71192.82
7938,528,2,1,32,0,68138.37,1,1,1,170309.19
7939,577,2,0,35,5,110080.3,1,1,1,109794.31
7940,663,0,0,24,7,0.0,2,1,1,166310.82
7941,505,1,1,25,5,114268.85,2,1,1,126728.27
7942,633,1,0,29,6,117412.35,1,0,0,30338.94
7943,586,0,1,38,6,0.0,2,1,1,37935.83
7944,850,0,1,35,9,0.0,2,0,0,25329.48
7945,629,1,1,37,1,35549.81,2,0,0,49676.33
7946,744,0,0,56,9,0.0,2,1,1,169498.61
7947,750,0,0,36,7,136492.92,3,1,1,26500.29
7948,637,1,0,28,3,123675.69,1,1,1,166458.41
7949,575,0,1,40,1,139532.34,1,1,0,181294.39
7950,671,2,0,58,1,178713.98,1,1,1,21768.21
7951,571,0,0,40,5,0.0,2,0,0,72849.29
7952,590,0,0,41,1,89086.31,1,1,0,24499.97
7953,619,2,0,38,3,96143.47,1,0,0,98994.92
7954,640,1,1,30,5,32197.64,1,0,1,141446.01
7955,670,0,0,38,7,0.0,2,1,1,77864.41
7956,737,0,1,33,4,0.0,2,1,0,115115.32
7957,555,2,0,32,10,0.0,2,0,1,168605.96
7958,742,0,0,33,6,0.0,2,0,0,38550.4
7959,618,1,1,40,0,140306.38,1,1,0,160618.61
7960,560,0,1,35,1,0.0,2,1,0,3701.63
7961,654,0,0,38,8,0.0,2,1,0,88659.44
7962,787,1,1,42,2,74483.97,2,0,1,44273.91
7963,611,0,1,53,7,0.0,2,0,1,156495.39
7964,559,2,0,34,0,0.0,1,1,0,182988.94
7965,481,0,0,37,8,152303.66,2,1,1,175082.2
7966,753,1,0,32,5,159904.79,1,1,0,148811.14
7967,675,0,0,32,1,0.0,3,1,0,85901.09
7968,748,1,1,31,1,99557.94,1,1,0,199255.32
7969,610,2,1,46,5,116886.59,1,0,0,107973.44
7970,580,2,0,32,9,142188.2,2,0,1,128028.6
7971,624,1,1,40,3,149961.99,2,1,0,104610.86
7972,709,0,1,36,8,0.0,2,1,1,69676.55
7973,605,0,1,34,2,0.0,1,0,0,35982.42
7974,706,2,0,53,7,0.0,2,0,1,117939.17
7975,567,2,0,40,8,28649.64,1,1,1,95140.62
7976,747,0,1,21,4,81025.6,2,1,0,167682.57
7977,664,0,0,57,1,0.0,2,1,1,56562.57
7978,711,0,1,39,3,152462.79,1,1,0,90305.97
7979,609,0,0,25,10,0.0,1,0,1,109895.16
7980,632,2,0,28,7,155519.59,1,1,0,1843.24
7981,725,0,1,36,1,118851.05,1,1,1,102747.02
7982,850,0,1,34,9,92899.27,2,1,0,97465.89
7983,682,0,0,40,4,0.0,1,0,1,105352.55
7984,797,0,0,37,4,75263.7,1,1,0,85801.77
7985,668,2,0,38,1,147904.31,1,1,1,69370.05
7986,783,1,1,41,5,106640.5,1,1,0,176945.96
7987,766,1,1,28,4,90696.78,1,0,1,21597.2
7988,704,2,1,36,2,175509.8,2,1,0,152039.67
7989,722,0,0,40,6,0.0,2,1,1,111893.09
7990,692,0,1,34,7,0.0,2,1,0,195074.62
7991,584,0,1,35,2,114321.28,2,0,0,15959.01
7992,644,1,1,51,4,95560.04,1,0,0,72628.84
7993,598,1,1,50,5,88379.81,3,0,1,64157.24
7994,733,1,0,48,7,85915.52,1,1,1,23860.5
7995,615,1,0,58,3,72309.3,1,1,1,85687.09
7996,850,0,1,39,2,0.0,2,1,0,179451.42
7997,521,0,0,43,8,0.0,1,1,1,93180.09
7998,746,0,0,58,3,0.0,3,1,1,80344.96
7999,770,0,1,33,4,0.0,1,1,0,26080.54
8000,618,0,0,30,3,133844.22,1,1,1,31406.93
8001,556,0,0,36,7,154872.08,2,1,1,32044.64
8002,749,0,1,27,9,0.0,2,1,0,132734.87
8003,702,2,0,43,6,116121.67,1,1,0,61602.42
8004,555,1,0,42,6,107104.5,1,1,1,41304.44
8005,587,0,0,47,6,71026.77,1,1,0,57962.41
8006,639,0,0,38,3,0.0,1,1,0,42862.82
8007,643,0,0,33,4,0.0,2,1,1,152992.04
8008,600,0,1,41,1,0.0,2,1,1,91193.65
8009,651,0,0,53,7,0.0,2,1,1,130132.41
8010,666,0,1,27,4,0.0,2,0,0,88751.45
8011,520,0,1,39,6,145644.05,1,0,0,104118.93
8012,650,2,1,50,7,129667.77,1,0,0,42028.16
8013,564,1,0,33,3,109341.87,1,1,0,75632.78
8014,617,0,1,35,5,0.0,2,0,1,13066.3
8015,712,2,1,30,6,0.0,2,1,0,152417.97
8016,654,0,0,55,3,87485.67,1,1,1,3299.01
8017,605,0,0,27,9,0.0,2,1,0,198091.81
8018,491,0,1,36,0,53369.13,1,1,1,103934.12
8019,707,0,1,35,9,0.0,2,1,1,70403.65
8020,638,2,0,34,5,146679.77,1,1,0,102179.86
8021,683,0,0,43,2,112499.42,2,1,0,30375.18
8022,815,2,1,38,2,48387.0,1,1,0,184796.84
8023,645,2,0,38,1,68079.8,1,0,1,166264.89
8024,645,1,0,49,4,160133.88,1,0,1,88391.97
8025,683,0,0,30,4,66190.33,1,1,1,115186.97
8026,705,0,1,37,10,0.0,2,1,1,13935.53
8027,647,0,0,35,4,123761.68,1,1,0,83910.4
8028,786,1,1,33,0,122325.58,1,0,0,34712.34
8029,534,0,0,41,9,0.0,2,1,0,13871.34
8030,602,2,1,42,1,138912.17,1,1,1,139494.75
8031,695,0,1,42,0,0.0,2,0,1,140724.64
8032,553,1,1,25,7,128524.19,2,1,0,20682.46
8033,516,2,1,31,3,0.0,2,1,0,124202.26
8034,655,0,1,34,3,0.0,2,1,0,159638.77
8035,849,1,1,49,9,132934.89,1,1,0,171056.65
8036,520,1,0,43,3,150805.17,3,0,1,25333.03
8037,568,2,1,46,3,0.0,2,1,1,29372.62
8038,695,2,0,32,9,0.0,3,0,1,38533.79
8039,807,2,1,28,7,165969.26,3,1,0,156122.13
8040,642,1,1,36,2,124495.98,3,1,1,57904.22
8041,703,1,0,39,1,141559.5,1,1,1,31257.1
8042,556,0,0,38,2,114756.14,1,1,0,193214.05
8043,585,0,1,30,6,0.0,2,1,1,137757.69
8044,587,1,1,49,7,155393.98,2,1,0,13308.2
8045,524,2,1,32,6,0.0,1,1,1,132861.9
8046,556,1,1,31,1,128663.81,2,1,0,125083.29
8047,504,2,0,44,4,113522.64,1,1,1,12405.2
8048,731,2,1,26,3,0.0,2,1,0,37697.29
8049,651,0,0,34,3,0.0,2,1,1,105599.65
8050,675,2,1,40,8,79035.95,1,1,0,142783.98
8051,657,2,1,22,6,0.0,3,0,1,168412.07
8052,686,1,0,33,9,141918.09,2,0,1,184036.47
8053,690,0,1,35,9,107944.33,2,0,0,48478.47
8054,567,0,0,36,7,0.0,2,0,1,3896.08
8055,557,1,0,57,1,120043.13,1,1,0,132370.75
8056,446,2,1,45,10,125191.69,1,1,1,128260.86
8057,850,0,0,31,1,96399.31,2,1,0,106534.15
8058,637,0,0,41,2,0.0,2,0,1,102515.42
8059,499,0,0,60,7,76961.6,2,1,1,83643.87
8060,622,1,1,34,7,98675.74,1,1,0,138906.85
8061,684,1,0,37,1,126817.13,2,1,1,29995.83
8062,612,0,0,32,3,121394.42,1,1,0,164081.42
8063,813,1,1,29,5,106059.4,1,0,0,187976.88
8064,850,1,0,44,2,112755.34,2,0,0,158171.36
8065,795,2,0,29,4,0.0,2,0,0,155711.64
8066,628,2,1,55,7,0.0,3,1,0,85890.75
8067,565,1,1,38,7,145400.69,2,1,1,83844.79
8068,601,0,0,39,3,72647.64,1,1,0,41777.9
8069,802,2,0,40,4,0.0,2,1,1,81908.09
8070,614,1,1,37,6,96340.81,2,1,1,139377.24
8071,434,2,0,55,6,0.0,1,0,1,73562.05
8072,522,1,0,32,8,124450.36,2,1,1,165786.1
8073,550,1,0,36,2,113877.23,2,1,0,174921.91
8074,599,2,0,25,3,0.0,2,1,1,120790.02
8075,493,0,1,36,5,148667.81,2,1,0,56092.51
8076,755,0,0,34,3,0.0,2,1,1,158816.03
8077,605,0,1,62,4,111065.93,2,0,1,125660.99
8078,708,0,0,41,0,0.0,1,1,0,128400.62
8079,699,0,0,44,8,158697.61,1,1,0,107181.22
8080,763,0,1,53,4,0.0,1,1,0,77203.72
8081,743,2,0,25,6,0.0,2,1,0,129740.11
8082,660,0,1,48,0,90044.32,2,0,1,187604.97
8083,619,1,0,38,10,84651.79,1,1,1,184754.26
8084,739,1,0,32,3,102128.27,1,1,0,63981.37
8085,769,1,0,60,9,148846.39,1,1,0,192831.67
8086,560,0,1,30,0,108883.29,1,1,0,27914.95
8087,607,0,1,48,4,112070.86,3,1,0,173568.3
8088,630,1,0,29,6,131354.39,1,0,1,9324.31
8089,767,1,1,45,7,132746.2,2,1,0,26628.88
8090,543,0,1,34,8,0.0,2,0,1,145601.8
8091,776,0,0,39,8,125211.55,2,1,0,144496.07
8092,535,2,0,58,1,0.0,2,1,1,11779.98
8093,549,1,0,36,6,139422.37,1,0,0,83983.39
8094,844,0,1,28,4,0.0,2,0,1,123318.37
8095,586,1,1,47,5,157099.47,2,1,1,65481.86
8096,583,0,0,40,3,0.0,2,1,0,47728.0
8097,701,2,0,26,5,83600.24,1,0,1,59195.05
8098,726,0,0,28,2,0.0,1,0,0,98060.51
8099,829,1,0,36,4,81795.74,2,1,0,90106.94
8100,749,2,0,38,9,129378.32,1,1,1,13549.34
8101,743,0,1,46,9,0.0,1,1,0,113436.08
8102,619,2,1,56,7,0.0,2,1,1,42442.21
8103,699,0,0,22,9,99339.0,1,1,0,68297.61
8104,749,2,0,36,7,0.0,2,0,0,80134.65
8105,600,1,1,29,6,74430.1,2,1,1,96051.1
8106,760,2,0,38,3,91241.85,1,0,1,80682.35
8107,528,1,0,32,2,99092.45,1,0,1,111149.98
8108,630,0,1,26,5,0.0,2,1,0,182612.38
8109,683,1,1,39,2,100062.16,2,1,0,109201.43
8110,677,1,1,26,6,98723.67,1,0,1,151146.67
8111,669,2,0,29,9,0.0,1,1,1,93901.61
8112,693,0,0,43,6,128760.32,1,1,0,36342.79
8113,612,2,1,52,5,144772.69,1,0,0,98302.57
8114,719,2,0,44,4,0.0,1,0,0,84972.9
8115,702,0,0,26,2,71281.29,1,1,1,108747.12
8116,755,0,0,29,9,117035.89,1,1,1,21862.19
8117,514,0,0,26,1,0.0,2,0,0,121551.93
8118,753,0,1,40,0,3768.69,2,1,0,177065.24
8119,548,1,1,36,2,108913.84,2,1,1,140460.01
8120,850,1,0,28,2,101100.22,2,1,1,35337.31
8121,612,0,1,38,7,110615.47,1,1,1,193502.93
8122,628,1,0,33,8,152143.89,1,1,1,32174.03
8123,479,0,0,47,6,121797.09,1,0,1,5811.9
8124,724,0,1,41,5,109798.25,1,0,1,149593.61
8125,512,1,0,41,7,122403.24,1,0,1,37439.9
8126,638,0,1,43,3,145860.98,1,1,1,142763.51
8127,834,2,0,40,7,0.0,2,0,0,45038.74
8128,781,0,0,29,9,0.0,2,0,0,172097.4
8129,707,1,1,48,7,105086.74,1,1,1,180344.69
8130,670,0,0,22,2,114991.45,1,1,1,37392.56
8131,663,2,1,33,8,96769.04,1,1,1,36864.05
8132,624,0,1,23,5,0.0,2,0,0,132418.59
8133,598,0,1,34,4,0.0,2,0,0,60894.26
8134,619,1,0,23,5,132725.1,1,1,1,143913.33
8135,683,0,1,26,7,0.0,2,1,0,86619.77
8136,691,0,1,33,6,0.0,2,1,0,164074.89
8137,765,2,1,33,5,84557.82,1,1,1,69039.43
8138,508,0,0,49,1,93817.41,2,1,1,132468.76
8139,637,0,1,33,9,113913.53,1,0,1,65316.5
8140,667,1,1,44,5,140406.68,2,0,1,57164.19
8141,575,2,1,22,8,105229.34,1,1,1,34397.08
8142,744,2,1,46,1,0.0,3,1,1,177431.59
8143,567,0,1,41,9,137891.35,1,1,0,142009.46
8144,502,0,1,35,6,0.0,2,1,1,80618.47
8145,609,0,1,53,6,0.0,2,1,1,124218.27
8146,715,0,0,37,9,165252.52,1,1,0,85286.3
8147,541,0,0,32,8,0.0,2,0,0,40889.14
8148,595,2,0,23,7,0.0,2,1,1,168085.97
8149,650,1,1,28,5,122034.4,3,0,1,146663.43
8150,625,0,1,44,7,0.0,1,1,0,4791.8
8151,817,0,0,59,1,118962.58,1,1,1,120819.58
8152,526,2,0,49,2,0.0,1,1,0,114539.67
8153,850,0,1,34,4,71379.53,2,1,1,154000.99
8154,598,0,1,40,2,171178.25,1,1,0,137980.58
8155,613,0,0,36,9,131307.11,1,0,0,83343.73
8156,709,2,0,62,3,0.0,2,1,1,82195.15
8157,678,2,1,27,5,87099.85,2,1,0,149550.95
8158,662,0,0,26,0,0.0,2,0,1,72929.96
8159,525,0,0,51,10,0.0,3,1,0,171045.35
8160,662,0,0,31,3,0.0,2,0,1,27731.05
8161,770,0,1,33,6,0.0,2,1,1,126131.9
8162,721,2,1,33,4,72535.45,1,1,1,103931.49
8163,633,1,0,58,2,128137.42,2,1,0,147635.33
8164,701,0,0,51,9,0.0,2,0,0,61961.57
8165,556,1,0,42,0,115915.53,2,0,1,125435.47
8166,632,0,0,50,2,0.0,2,0,0,57942.88
8167,456,0,0,29,5,107000.49,1,1,1,153419.62
8168,729,2,1,38,10,0.0,2,1,0,189727.12
8169,632,0,1,34,2,0.0,2,0,0,165385.55
8170,433,2,0,34,9,152806.74,1,1,0,19687.99
8171,802,0,1,60,3,92887.06,1,1,0,39473.63
8172,670,0,0,25,7,0.0,2,1,1,144723.38
8173,738,1,1,40,6,114940.67,2,1,1,194895.57
8174,706,1,0,34,0,140641.26,2,1,1,77271.91
8175,522,0,1,41,7,0.0,2,0,1,176780.39
8176,746,0,0,48,5,165282.42,1,1,0,153786.46
8177,651,2,0,42,2,143145.87,2,1,0,43612.06
8178,494,0,0,28,9,114731.76,2,0,1,79479.74
8179,753,1,1,46,9,113909.69,3,1,0,92320.37
8180,671,1,0,36,2,116695.27,1,0,0,193201.86
8181,696,0,0,42,4,0.0,1,0,0,126353.13
8182,577,2,0,43,3,0.0,2,1,1,135008.92
8183,587,0,0,36,1,0.0,2,0,1,17135.6
8184,712,1,0,37,7,93978.96,2,1,0,60651.77
8185,498,1,0,35,2,121968.11,2,0,1,188343.05
8186,660,0,0,37,2,97324.91,1,1,0,23291.83
8187,678,2,0,29,6,0.0,2,1,0,64443.75
8188,530,0,0,37,8,0.0,2,1,1,287.99
8189,559,0,1,48,2,0.0,2,0,1,137961.41
8190,624,0,0,42,3,145155.37,1,1,0,72169.95
8191,592,0,0,28,5,137222.77,1,0,0,39608.58
8192,767,0,0,48,9,0.0,2,0,1,175458.21
8193,653,1,1,38,5,114268.22,2,1,1,89524.83
8194,678,2,0,27,2,0.0,2,1,1,13221.25
8195,586,2,1,42,2,0.0,1,1,0,102889.34
8196,550,0,1,40,8,150490.32,1,0,0,166468.21
8197,643,1,0,28,9,160858.13,2,1,0,27149.27
8198,612,2,0,39,5,170288.38,1,1,1,59601.15
8199,674,1,1,27,4,111568.01,1,0,1,22026.18
